district_name,district_geoid,median_household_income,median_family_income,labor_force_pct,unemployment_pct,uninsured_pct,snap_pct,owner_occ_pct,renter_occ_pct,median_home_value
"Maine Consolidated School District, AZ",404530,94375,113182,NA,1,5,2.8,87.3,12.7,475800
"Mammoth-San Manuel Unified District, AZ",404570,45188,50904,NA,12.9,9.3,20.5,78.1,21.9,97300
"Marana Unified District, AZ",404630,87321,98552,NA,4.4,5.7,6.4,82.3,17.7,288400
"Maricopa Unified School District, AZ",404720,88483,90926,NA,3.6,9.6,7.6,81.7,18.3,289900
"Mayer Unified District, AZ",404820,52603,61643,NA,12.5,5.4,18.7,79.6,20.4,154600
"McNary Elementary District, AZ",404860,58125,57083,NA,14,26.2,25.2,49.6,50.4,85900
"McNeal Elementary District, AZ",404920,40703,NA,NA,1.7,18.5,0.4,86.7,13.3,155600
"Mesa Unified District, AZ",404970,69075,81734,NA,5.3,12.4,9,62.3,37.7,297400
"Miami Unified District, AZ",405030,45815,60556,NA,11.2,14.9,19.6,71.2,28.8,111000
"Mingus Union High School District, AZ",405070,54438,67858,NA,4,17.3,9.2,68.2,31.8,297800
"Mobile Elementary District, AZ",405100,NA,NA,NA,7.1,12.8,0,87,13,265200
"Mohave Valley Elementary District, AZ",405190,64059,70740,NA,9,7.2,9,82.8,17.2,240300
"Mohawk Valley Elementary District, AZ",405220,52857,54286,NA,8.9,28.3,13.8,54.4,45.6,168400
"Morenci Unified District, AZ",405320,77980,85609,NA,3.3,1.3,6.8,43.5,56.5,75700
"Morristown Elementary District, AZ",405340,61422,77292,NA,1.6,6.3,15.7,89.7,10.3,205700
"Murphy Elementary District, AZ",405400,38289,44572,NA,5.9,24.6,33.5,51.4,48.6,138400
"Naco Elementary District, AZ",405430,41641,53033,NA,6.3,5.9,19.5,71.5,28.5,78000
"Nadaburg Unified School District, AZ",405460,77500,77772,NA,5.6,9,11.6,91,9,367200
"Nogales Unified District, AZ",405530,36313,48026,NA,12.8,20.7,32.2,48.4,51.6,161300
"Oracle Elementary District, AZ",405640,82729,106860,NA,10.8,3.9,1.6,94.7,5.3,417700
"Osborn Elementary District, AZ",405670,58464,72326,NA,5.8,13.2,16.8,34.3,65.7,355800
"Owens-Whitney Elementary District, AZ",405730,58088,86250,NA,0,8,4.3,92.4,7.6,235600
"Page Unified District, AZ",405820,68304,80667,NA,14.6,14,18.5,70.7,29.3,95800
"Palo Verde Elementary District, AZ",405850,72136,82917,NA,2,12.4,7.2,85.2,14.8,313100
"Paloma School District, AZ",408430,46481,46528,NA,0,36,0,0,100,NA
"Palominas Elementary District, AZ",405880,68842,89398,NA,5.4,4.7,10.2,87.6,12.4,207200
"Paradise Valley Unified District, AZ",405930,90184,110643,NA,3.8,8.8,4.7,63,37,446800
"Parker Unified School District, AZ",405980,52670,68174,NA,8,15.8,17.9,62.9,37.1,167500
"Patagonia Elementary District, AZ",406000,44299,65833,NA,5.6,7.6,15.4,58.6,41.4,363500
"Patagonia Union High School District, AZ",406030,55556,72051,NA,6.3,3.8,7.7,78.3,21.7,379700
"Payson Unified District, AZ",406070,58841,73216,NA,5.7,9.8,10.6,79,21,290700
"Peach Springs Unified District, AZ",406120,55592,48929,NA,17.5,21,44.3,43.1,56.9,222000
"Pearce Elementary District, AZ",406150,52763,72697,NA,4.5,18.3,8.7,82.3,17.7,142000
"Pendergast Elementary District, AZ",406210,80274,83311,NA,4.9,16,11.2,65.5,34.5,280100
"Peoria Unified School District, AZ",406250,80717,94504,NA,4,7.5,7.8,72.5,27.5,355300
"Phoenix Elementary District, AZ",406300,52059,62111,NA,5.5,16.1,15.8,33.9,66.1,347800
"Phoenix Union High School District, AZ",406330,61982,67552,NA,5.6,19.4,16.2,49,51,286200
"Picacho Elementary District, AZ",406360,73182,77250,NA,8.3,11.8,24.2,80.4,19.6,185400
"Pima Unified District, AZ",406440,68804,83836,NA,1.4,12.4,7.9,73.9,26.1,213900
"Pine Strawberry Elementary District, AZ",406510,53393,72098,NA,0,2.1,5.7,88.9,11.1,342500
"Pinon Unified District, AZ",400023,26875,32458,NA,23.8,10.7,40.7,82.8,17.2,104100
"Pomerene Elementary District, AZ",406630,57417,79844,NA,4.4,4.5,6,89.9,10.1,150400
"Prescott Unified District, AZ",406730,69960,89199,NA,4.6,7.9,5.1,73,27,472400
"Quartzsite Elementary District, AZ",406780,26224,46484,NA,25.7,24,14.8,59.5,40.5,71300
"Queen Creek Unified District, AZ",406810,129730,131257,NA,4.2,5.3,1.1,88,12,506700
"Ray Unified District, AZ",406850,63560,78261,NA,5.4,7,4.7,87.7,12.3,147100
"Red Mesa Unified District, AZ",406870,31399,43023,NA,18.7,32.3,32.3,81.3,18.7,52000
"Red Rock Elementary District, AZ",406900,77092,76199,NA,5.6,5.2,5.5,91.9,8.1,234900
"Redington Elementary District, AZ",406930,NA,NA,NA,0,17.5,5.6,100,0,230000
Remainder (Elementary),499999,76148,91748,NA,5.1,9,8.9,69.6,30.4,337400
Remainder (Secondary),499999,75735,91508,NA,5.1,8.9,8.8,70.1,29.9,334700
Remainder (Unified),499999,65824,75825,NA,5.8,14,12.5,60.3,39.7,286100
"Riverside Elementary District, AZ",407020,63916,58005,NA,6.3,20.7,26.9,56.8,43.2,236700
"Roosevelt Elementary District, AZ",407080,67065,70177,NA,6.3,16.4,16.9,65,35,290400
"Round Valley Unified District, AZ",407130,65924,75321,NA,1.2,10.2,13.5,80.4,19.6,208000
"Sacaton Elementary District, AZ",407200,33786,36932,NA,9.6,33.5,25.9,63.2,36.8,90600
"Saddle Mountain Unified School District, AZ",407170,83075,90972,NA,9.6,13.6,10.9,90.8,9.2,305300
"Safford Unified District, AZ",407240,61222,67543,NA,4.8,7.8,11.5,77,23,180600
"Sahuarita Unified District, AZ",407300,87734,98242,NA,7.3,6.8,9.8,79.6,20.4,255300
"Salome Consolidated Elementary District, AZ",400005,60444,77614,NA,1.3,2.4,7.1,87.5,12.5,97900
"San Carlos Unified District, AZ",406960,34673,41310,NA,20.9,10.4,51.2,54.3,45.7,51200
"San Fernando Elementary District, AZ",407380,NA,NA,NA,0,36,0,0,100,NA
"San Simon Unified District, AZ",407430,44338,57917,NA,7.3,5.9,14.5,84,16,122200
"Sanders Unified District, AZ",406740,28206,31768,NA,10,24.8,34.7,84,16,51700
"Santa Cruz Elementary District, AZ",407500,92631,94230,NA,2.7,15.9,7.8,82.2,17.8,183400
"Santa Cruz Valley Unified District, AZ",407520,60891,67500,NA,8.4,8.7,19.7,81.8,18.2,205200
"Santa Cruz Valley Union High School District, AZ",407530,64848,68786,NA,5.2,12.9,22.7,70.2,29.8,188800
"Scottsdale Unified District, AZ",407570,100455,140637,NA,3.4,5.9,2.9,65.8,34.2,619100
"Sedona-Oak Creek Joint Unified District, AZ",409733,65398,85579,NA,6.1,18.3,2.9,70.6,29.4,632200
"Seligman Unified District, AZ",407630,43625,53171,NA,0.8,11.5,21.6,79.1,20.9,120900
"Sentinel Elementary District, AZ",407680,140909,141250,NA,0,0,0,81.3,18.8,33000
"Show Low Unified District, AZ",407700,58106,71800,NA,5.3,9.7,10.3,77,23,236000
"Sierra Vista Unified District, AZ",401460,67659,84962,NA,5.5,5.7,11.7,66.7,33.3,218800
"Skull Valley Elementary District, AZ",407770,48500,50250,NA,2.7,10,8,69.2,30.8,546900
"Snowflake Unified District, AZ",407820,64628,77775,NA,5.8,12.9,10.6,80.2,19.8,251100
"Solomon Elementary District, AZ",407860,60968,75000,NA,2.5,3.1,9.7,84.4,15.6,150700
"Somerton Elementary District, AZ",407890,65523,57951,NA,7.4,18.8,29.9,74.8,25.2,179100
"Sonoita Elementary District, AZ",407920,61509,77188,NA,7,1.2,1.5,94.4,5.6,396600
"St. David Unified District, AZ",408020,54533,83974,NA,0.7,5.3,8.2,84.7,15.3,138200
"St. Johns Unified District, AZ",408080,84688,86198,NA,2.2,3.3,14.5,83.4,16.6,169400
"Stanfield Elementary District, AZ",408130,50625,53167,NA,6.9,12.2,30.3,66.7,33.3,136600
"Sunnyside Unified District, AZ",408170,49789,53470,NA,8.3,19.9,28.4,61.4,38.6,154400
"Superior Unified School District, AZ",408230,39450,69201,NA,6.6,4.3,18.4,76.5,23.5,111600
"Tanque Verde Unified District, AZ",408280,137060,159412,NA,3.2,3.5,0.7,97.3,2.7,594200
"Tempe School District, AZ",408310,64150,78846,NA,5.9,12.7,7.6,36.1,63.9,324200
"Tempe Union High School District, AZ",408340,82568,103600,NA,4.9,9.5,5.1,50.8,49.2,397000
"Thatcher Unified District, AZ",408410,73567,82226,NA,5.2,4.7,9,65.3,34.7,240800
"Tolleson Elementary District, AZ",408490,57262,58902,NA,6.1,19.4,19,50,50,268200
"Tolleson Union High School District, AZ",408520,76353,79138,NA,4.7,16.8,12.5,63,37,284000
"Toltec Elementary District, AZ",408550,55833,65542,NA,7.2,7.3,10,76.9,23.1,202800
"Tombstone Unified District, AZ",408600,49244,68308,NA,5.9,8.6,16.1,71.1,28.9,152200
"Tonto Basin Elementary District, AZ",405760,47783,50966,NA,0,4.6,3.6,83.8,16.2,194000
"Topock Elementary District, AZ",408640,NA,NA,NA,0,14,0,47.8,52.2,209500
"Tuba City Unified District, AZ",408680,45237,56705,NA,14.6,18,26.6,67.4,32.6,64600
"Tucson Unified District, AZ",408800,56783,73247,NA,6.2,9.4,14,55.8,44.2,235600
"Union Elementary District, AZ",408820,86707,86687,NA,4.3,19.7,14.6,71.2,28.8,293100
"Vail Unified District, AZ",408850,103817,114579,NA,3.1,3.3,3.6,88.3,11.7,306900
"Valentine Elementary District, AZ",408880,27500,51339,NA,20,12.7,8.2,59,41,108100
"Valley Union High School District, AZ",408910,47898,70122,NA,5,13.2,11.7,83.3,16.7,148500
"Vernon Elementary District, AZ",400022,67500,68819,NA,3,11.1,12.1,89.3,10.7,246000
"Walnut Grove Elementary District, AZ",409030,4172,60625,NA,0,7.8,1.7,92.4,7.6,46300
"Washington Elementary District, AZ",409060,60804,74802,NA,6.8,13.6,13.9,52,48,294400
"Wellton Elementary District, AZ",409090,54198,72344,NA,1.3,6.5,10.2,81.6,18.4,89900
"Wenden Elementary District, AZ",409120,36532,61484,NA,8.7,21.2,13.7,78.7,21.3,74600
"Whiteriver Unified District, AZ",409160,39457,40779,NA,10.9,19.8,42.5,58.7,41.3,77500
"Wickenburg Unified District, AZ",409190,80560,88786,NA,2.2,3.4,1.7,87.6,12.4,394300
"Willcox Unified District, AZ",409250,53168,63689,NA,8,8.6,17,68.7,31.3,141100
"Williams Unified District, AZ",409310,62944,69750,NA,3.6,10.4,9.5,78.1,21.9,287000
"Williamson Valley Elementary School District, AZ",409360,69688,73750,NA,4.8,11.4,2.3,82.9,17.1,803800
"Wilson Elementary District, AZ",409390,38480,46661,NA,3.8,33.9,31.7,17.9,82.1,273000
"Window Rock Unified District, AZ",409430,41542,46521,NA,9,34.3,28.2,69.8,30.2,46300
"Winslow Unified District, AZ",409460,48314,60844,NA,9.8,11,25.3,59.4,40.6,123600
"Yarnell Elementary District, AZ",409510,52500,74839,NA,5,7.5,12.4,78.1,21.9,220300
"Young Elementary School District, AZ",409540,53173,94236,NA,4,9.8,7.4,77.4,22.6,245800
"Yucca Elementary District, AZ",409570,40278,46000,NA,0,4.3,7.7,96.3,3.7,187500
"Yuma Elementary District, AZ",409600,54544,63718,NA,8.2,10.6,13.4,69.7,30.3,162100
"Yuma Union High School District, AZ",409630,56511,61607,NA,8.4,13.5,18.4,68.9,31.1,174900
"Alma School District, AR",502250,58790,68946,NA,4.3,7.5,11.5,76,24,162300
"Alpena School District, AR",502280,45687,51944,NA,1.7,2.4,13.3,79.1,20.9,113200
"Arkadelphia School District, AR",502430,48695,72581,NA,3.9,8.9,14.1,56.4,43.6,157900
"Armorel School District, AR",502550,115568,129375,NA,1.6,3.7,4.6,73.7,26.3,196300
"Ashdown School District, AR",502580,61117,78393,NA,7.9,5.7,7.4,84.2,15.8,114400
"Atkins Public Schools, AR",502610,57321,72875,NA,3.8,5.4,12.5,74.5,25.5,103400
"Augusta School District, AR",502670,49025,56827,NA,8.7,5.5,20.4,66.5,33.5,88100
"Bald Knob School District, AR",502700,48512,63556,NA,9.1,12.3,18.1,66.8,33.2,118200
"Barton-Lexa School District, AR",502730,55750,71058,NA,7.5,7.2,14.9,61,39,91700
"Batesville School District, AR",500019,56409,71572,NA,4.6,10.5,13.1,62.7,37.3,129800
"Bauxite School District, AR",502790,74583,86000,NA,2.7,5,2.2,87,13,164200
"Bay School District, AR",502820,48395,58000,NA,6.2,7.6,10.9,55.1,44.9,92800
"Bearden School District, AR",500032,47180,70729,NA,6.6,6.7,22,73.9,26.1,83500
"Beebe School District, AR",502880,58181,72362,NA,2.2,9.4,9.3,72.3,27.7,143500
"Benton School District, AR",502960,67842,86901,NA,4,7,6.3,65.5,34.5,171800
"Bentonville Public Schools, AR",503060,100670,122003,NA,2.8,5.7,2.3,67.3,32.7,296600
"Bergman School District, AR",503090,62636,67365,NA,4.5,7.2,5,83.3,16.7,167900
"Berryville Public Schools, AR",503150,60019,69182,NA,2.9,12.8,5.3,75.8,24.2,156900
"Bismarck Public Schools, AR",503240,44964,73542,NA,0.7,7.2,10.8,88.1,11.9,166000
"Blevins School District, AR",503300,59386,70221,NA,9,5.8,6.2,74,26,87900
"Blytheville School District, AR",503320,45151,60546,NA,13.2,8.3,20.7,56.8,43.2,93700
"Booneville School District, AR",503450,49853,56504,NA,6.2,8.6,10.6,62.7,37.3,106100
"Bradford School District, AR",503480,41042,47232,NA,11.9,9.2,15.8,75.2,24.8,85800
"Brinkley School District, AR",503630,36126,60682,NA,14.8,12.2,20.4,61.4,38.6,84900
"Brookland School District, AR",503640,85045,108418,NA,2.7,8.8,8.1,70.8,29.2,199700
"Bryant Public Schools, AR",503690,77216,92296,NA,4.1,5.4,7.4,81.1,18.9,199800
"Buffalo Island Central School District, AR",503710,48750,56250,NA,5,6.6,15.6,70.3,29.7,111600
"Cabot Public Schools, AR",503750,74833,89476,NA,3.7,6.4,9.5,71.4,28.6,186600
"Caddo Hills School District, AR",503770,49821,69250,NA,10.6,16.3,14.3,79.9,20.1,136800
"Calico Rock School District, AR",503840,38875,58668,NA,4.2,6,10.2,79.4,20.6,116800
"Camden Fairview School District, AR",506060,49978,67998,NA,7.1,7.3,13.4,73.1,26.9,99900
"Carlisle School District, AR",503960,50403,72303,NA,3.9,7.7,7.3,83.3,16.7,132300
"Cave City School District, AR",504050,48375,54615,NA,4.5,7.4,17,71.5,28.5,97000
"Cedar Ridge School District, AR",500070,45179,57418,NA,4,7.1,13.7,76,24,102400
"Cedarville School District, AR",504080,50124,52835,NA,2.1,5.8,6.8,89,11,134200
"Centerpoint School District, AR",506690,43293,49821,NA,4,13.9,11,70.2,29.8,87100
"Charleston School District, AR",504200,47763,66667,NA,2.9,3.8,11.2,76.7,23.3,118100
"Clarendon School District, AR",504350,51771,76528,NA,5.9,5.3,19,67.3,32.7,85500
"Clarksville School District, AR",504380,38986,49812,NA,4.5,8.6,12.7,61.4,38.6,140700
"Cleveland County School District, AR",500067,46528,75377,NA,0.8,5.1,18.2,79.2,20.8,108400
"Clinton School District, AR",504410,45156,58814,NA,5.2,9.6,12.4,78.8,21.2,118800
"Concord Public Schools, AR",504560,46339,56758,NA,9.6,6.1,11.1,88.4,11.6,104500
"Conway Public Schools, AR",504590,57290,78379,NA,3.3,8.7,9,50.1,49.9,211000
"Corning Public Schools, AR",500009,47372,59933,NA,7.7,9,13.4,72.6,27.4,78200
"Cossatot River School District, AR",500405,48814,56832,NA,9.7,10.6,12.2,75.3,24.7,97900
"Cotter School District, AR",504680,43385,48278,NA,6.2,8.5,15.4,73.4,26.6,132700
"County Line School District, AR",504740,43676,52411,NA,9.5,5.7,12.1,85,15,126800
"Cross County School District, AR",507740,47819,49740,NA,8.8,7.4,8.2,73,27,77100
"Crossett School District, AR",504800,49153,62755,NA,4.7,7.1,16.6,71.2,28.8,88000
"Cutter-Morning Star School District, AR",504860,60366,64946,NA,3.5,11.3,11.7,75.8,24.2,139300
"Danville School District, AR",504890,60298,63646,NA,5.1,8.6,16.1,59.5,40.5,122500
"Dardanelle Public Schools, AR",504930,58573,71014,NA,3.8,8.2,8.5,70.9,29.1,137300
"De Queen School District, AR",500049,54936,62775,NA,4.6,20.3,19.3,62.9,37.1,94000
"Decatur School District, AR",504980,57125,64274,NA,6.9,13.8,10.5,64.7,35.3,157600
"Deer/Mount Judea School District, AR",500072,48833,56625,NA,6.2,1.9,10,76.8,23.2,122700
"Dermott School District, AR",505170,33922,41852,NA,13.3,6.2,22.3,63.4,36.6,65400
"Des Arc Public Schools, AR",505190,37799,66875,NA,3.3,5.2,13.1,72.3,27.7,84800
"DeWitt School District, AR",500001,58308,72014,NA,4.9,8.5,14.1,76,24,115200
"Dierks School District, AR",505340,41827,83917,NA,4.1,13.5,7.7,87.2,12.8,94500
"Dover School District, AR",505430,46250,57154,NA,3.3,10.1,8.5,80.4,19.6,126900
"Drew Central School District, AR",505470,52151,74732,NA,2.9,4.2,6.8,73.3,26.7,145500
"Dumas School District, AR",505500,36680,49015,NA,10.3,11.5,20.2,64.7,35.3,88000
"Earle School District, AR",505550,44688,61667,NA,14.8,9.6,21.9,48.8,51.2,75300
"East End School District, AR",505580,69792,75039,NA,9.5,5.7,7.2,74.8,25.2,150600
"East Poinsett County School District, AR",500048,41806,58309,NA,8.1,11.6,11.4,66.6,33.4,66800
"El Dorado School District, AR",505680,49206,62311,NA,3.6,6.5,11.5,64.4,35.6,122600
"Elkins School District, AR",505760,70558,75244,NA,4.2,10.4,1.6,79.3,20.7,184600
"Emerson-Taylor-Bradley School District, AR",500068,55196,63313,NA,3.3,8,6.2,83.8,16.2,76500
"England School District, AR",505850,55023,67534,NA,6,10.9,14.3,67.4,32.6,97200
"Eureka Springs School District, AR",505970,56374,77897,NA,3.3,9.6,3.7,81.2,18.8,215600
"Farmington School District, AR",506090,86029,92075,NA,0.7,5.1,3.8,77.5,22.5,242800
"Fayetteville School District, AR",506120,60148,90009,NA,5,7.7,6.5,43.6,56.4,292100
"Flippin School District, AR",506150,45200,62599,NA,5.9,6.6,8.3,77.7,22.3,142800
"Fordyce School District, AR",506210,37205,68561,NA,6.8,4.9,16.3,66,34,95200
"Foreman School District, AR",506240,55147,59500,NA,4.7,3.5,10.9,80.6,19.4,79400
"Forrest City School District, AR",506270,40510,47161,NA,7.5,8.8,25,50.9,49.1,84300
"Fort Smith Public Schools, AR",506330,50082,60986,NA,6.2,13.1,14.9,52.9,47.1,148900
"Fouke School District, AR",506360,63669,68893,NA,7.4,10.6,17.5,91.7,8.3,78600
"Fountain Lake School District, AR",506420,65369,77505,NA,2.5,2.6,5,86.5,13.5,254900
"Genoa Central School District, AR",504110,54878,56000,NA,3.5,8.3,11.6,84.7,15.3,155100
"Gentry Public Schools, AR",506540,65436,70252,NA,0.6,11.6,12.1,76.7,23.3,180900
"Glen Rose School District, AR",506630,63568,70167,NA,1.6,4.8,8.9,90.7,9.3,98400
"Gosnell School District, AR",500029,55120,56375,NA,2.7,5,13.8,62.3,37.7,97100
"Gravette School District, AR",506840,78669,85182,NA,1.7,7.1,4.4,85.6,14.4,251700
"Green Forest School District, AR",506870,54389,64417,NA,3.1,16.5,4.4,69.4,30.6,134400
"Greenbrier School District, AR",506900,79703,91991,NA,2.2,5.6,6.2,82.2,17.8,192000
"Greene County Technical School District, AR",513080,58833,72833,NA,6.8,8,11.5,72.5,27.5,163700
"Greenland Public Schools, AR",506930,55475,68542,NA,5.1,7.6,5.4,84.3,15.7,191800
"Greenwood School District, AR",506990,74096,87324,NA,2.1,4.4,4.9,76,24,207800
"Gurdon School District, AR",507110,47917,63810,NA,4.7,10.8,17.8,76.8,23.2,115700
"Guy-Perkins Schools, AR",507140,58750,64745,NA,4.2,5.9,6.2,87.6,12.4,142300
"Hackett Public Schools, AR",507170,54491,57437,NA,6,13.2,16.1,78.2,21.8,122400
"Hamburg School District, AR",500042,41336,55161,NA,7.7,10,12.8,79,21,84700
"Hampton School District, AR",507230,61495,66550,NA,6.4,7.8,9.7,84.4,15.6,84000
"Harmony Grove School District (Clark, Dallas, and Ouachita Counties), AR",507290,48598,62604,NA,4.7,4.4,12,80.7,19.3,93900
"Harmony Grove School District (Saline County), AR",507320,97111,105590,NA,1.5,2.8,5.3,84.6,15.4,162700
"Harrisburg School District, AR",507350,53667,60260,NA,5.5,9.6,14.7,70.8,29.2,103200
"Harrison School District, AR",507380,48801,71094,NA,5.5,7.6,10.5,63.2,36.8,161300
"Hazen School District, AR",507530,57440,76281,NA,4.5,9,10.1,80.9,19.1,85400
"Heber Springs School District, AR",507560,54491,65495,NA,6.3,7.1,9.2,74,26,175100
"Hector School District, AR",507620,51192,65577,NA,1.1,8.5,12.5,86,14,125800
"Helena-West Helena School District, AR",507680,30487,42990,NA,15,7.5,35.6,48.9,51.1,74400
"Hermitage School District, AR",507710,42679,58672,NA,2.1,10.3,10.2,78.7,21.3,81400
"Highland School District, AR",507770,39603,52461,NA,7.3,6.2,17.3,85.2,14.8,89300
"Hillcrest School District, AR",500071,46064,68882,NA,5.8,12.5,2.9,81.3,18.7,120800
"Hope School District, AR",507840,44623,56946,NA,3.9,11.5,14.8,64.4,35.6,98500
"Horatio School District, AR",507860,47750,59145,NA,7.2,10.5,16.6,74.8,25.2,126100
"Hot Springs School District, AR",507890,41446,55754,NA,5.6,12.6,17.8,52.8,47.2,131000
