district_key,total_rev_2122,total_exp_2122,cap_outlay_2122,debt_out_end_2122,debt_out_start_2122,debt_issued_2122,debt_retired_2122,debt_service_funds_2122,bond_funds_2122,other_funds_2122,GeoId,debt_district_only,debt_expanded
COCKE COUNTY | TENNESSEE,55553000,50668000,3660000,3704000,6486000,0,895000,0,0,0,4700750,3704000,3704000
COCONINO ASSOCIATION FOR VOCATION INDUSTRY AND TEC (79381) | ARIZONA,2921000,720000,34000,0,0,0,0,0,0,5446000,0400347,0,5446000
COCONINO COUNTY ACCOMMODATION SCHOOL DISTRICT (10386) | ARIZONA,1393000,2414000,55000,0,0,0,0,0,0,0,0400163,0,0
CODERVA REGIONAL HIGH SCHOOL | VIRGINIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5100256,NA,0
CODMAN ACADEMY CHARTER PUBLIC (DISTRICT) | MASSACHUSETTS,12954000,11625000,52000,0,0,0,0,0,0,0,2500070,0,0
CODY-KILGORE PUBLIC SCHS | NEBRASKA,4136000,3955000,378000,0,0,0,0,0,44000,1610000,3105280,0,1654000
COE-BROWN NORTHWOOD ACADEMY SCHOOL DISTRICT | NEW HAMPSHIRE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3307330,NA,0
COEUR D'ALENE CHARTER ACADEMY INC. | IDAHO,5499000,5233000,284000,1153000,0,0,191000,0,0,2712000,1600173,1153000,3865000
COEUR D'ALENE DISTRICT | IDAHO,121982000,109564000,2032000,37905000,41100000,0,3195000,5961000,10217000,8139000,1600780,37905000,62222000
COFFEE COUNTY | ALABAMA,35431000,34922000,4868000,30947000,29298000,2097000,448000,3309000,16567000,11588000,0100810,30947000,62411000
COFFEE COUNTY | GEORGIA,111584000,99985000,5055000,4855000,6345000,0,1290000,0,18385000,31351000,1301350,4855000,54591000
COFFEE COUNTY | TENNESSEE,55218000,55701000,3276000,12847000,62354000,2730000,25451000,0,0,0,4700780,12847000,12847000
COFFEE CREEK ELEMENTARY | CALIFORNIA,330000,253000,0,0,0,0,0,0,0,326000,0609240,0,326000
COFFEEVILLE SCHOOL DIST | MISSISSIPPI,7299000,6523000,436000,1250000,1250000,0,0,1229000,0,1886000,2801140,1250000,4365000
COFFEY COUNTY SPECIAL EDUCATION COOPERATIVE | KANSAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000359,NA,0
COFFEY R I | MISSOURI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2926970,NA,0
COFFEYVILLE | KANSAS,26503000,25826000,1396000,1285000,2405000,0,1120000,372000,0,3764000,2004980,1285000,5421000
COFFMAN R-V | MISSOURI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2919950,NA,0
COHAGEN ELEM | MONTANA,295000,368000,119000,0,0,32000,32000,0,0,42000,3007030,0,42000
COHASSET | MASSACHUSETTS,34436000,34801000,497000,1650000,2495000,0,845000,0,0,0,2503780,1650000,1650000
COHOES CITY SCHOOL DISTRICT | NEW YORK,53694000,50991000,394000,6670000,10895000,0,3220000,1955000,1996000,7414000,3607980,6670000,18035000
COLBERT | OKLAHOMA,8922000,8641000,145000,0,0,0,6000,9000,221000,2168000,4008220,0,2398000
COLBERT COUNTY | ALABAMA,39578000,38965000,416000,7267000,7782000,0,515000,53000,2568000,4959000,0100840,7267000,14847000
COLBY PUBLIC SCHOOLS | KANSAS,15088000,14036000,1482000,0,0,0,0,0,0,2713000,2005010,0,2713000
COLBY SCHOOL DISTRICT | WISCONSIN,17458000,16005000,510000,3821000,6625000,0,2804000,2000,1379000,2619000,5502730,3821000,7821000
COLCHESTER SCHOOL DISTRICT | VERMONT,54911000,54375000,1286000,3529000,3824000,0,294000,0,0,8442000,5003240,3529000,11971000
COLCHESTER SCHOOL DISTRICT | CONNECTICUT,55842000,54081000,527000,19645000,21140000,0,1495000,0,0,0,0900840,19645000,19645000
COLCHESTER SUPERVISORY DISTRICT | VERMONT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5099907,NA,0
COLCORD | OKLAHOMA,9890000,9011000,872000,0,0,0,255000,0,0,0,4008250,0,0
COLD SPRING ELEMENTARY | CALIFORNIA,5558000,5363000,230000,4031000,3666000,600000,234000,288000,752000,3033000,0609270,4031000,8104000
COLD SPRING HARBOR CENTRAL SCHOOL DISTRICT | NEW YORK,73345000,68334000,3332000,20000000,2855000,20000000,2855000,645000,20136000,34223000,3608010,20000000,75004000
COLDSPRING-OAKHURST CISD | TEXAS,24092000,24114000,2340000,16860000,17605000,0,745000,0,0,6190000,4814520,16860000,23050000
COLDWATER COMMUNITY SCHOOLS | MICHIGAN,41554000,38485000,2572000,31176000,33165000,0,2027000,3750000,5637000,8439000,2610140,31176000,49002000
COLDWATER EXEMPTED VILLAGE | OHIO,18248000,19044000,1958000,5745000,4010000,2350000,615000,1068000,896000,6446000,3904531,5745000,14155000
COLE ACADEMY | MICHIGAN,4892000,4414000,365000,5555000,5841000,0,270000,293000,0,758000,2600079,5555000,6606000
COLE CAMP R-I | MISSOURI,8481000,7994000,524000,6652000,6702000,0,50000,1607000,0,3514000,2909900,6652000,11773000
COLE CO. R-I | MISSOURI,7977000,7036000,182000,4199000,4744000,3370000,3915000,1245000,0,2143000,2926970,4199000,7587000
COLE CO. R-V | MISSOURI,8081000,6800000,468000,337000,451000,0,114000,304000,0,3154000,2911550,337000,3795000
COLEARN ACADEMY ARIZONA (1001669) | ARIZONA,1815000,1293000,0,0,0,0,0,0,0,0,0401012,0,0
COLEBROOK SCHOOL DISTRICT | CONNECTICUT,2629000,2629000,175000,0,0,0,0,0,0,0,0900870,0,0
COLEBROOK SCHOOL DISTRICT | NEW HAMPSHIRE,8119000,7107000,241000,0,0,0,0,0,0,2709000,3302400,0,2709000
COLEMAN | OKLAHOMA,2542000,2462000,113000,0,0,0,0,82000,0,486000,4008310,0,568000
COLEMAN COMMUNITY SCHOOLS | MICHIGAN,10205000,9226000,111000,5816000,6243000,0,385000,176000,0,1765000,2610200,5816000,7757000
COLEMAN ISD | TEXAS,13308000,12052000,403000,0,0,0,0,0,0,6729000,4814550,0,6729000
COLEMAN SCHOOL DISTRICT | WISCONSIN,13131000,11769000,1165000,9621000,11135000,0,1514000,241000,0,3982000,5502760,9621000,13844000
COLERIDGE COMMUNITY SCHOOLS | NEBRASKA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3105460,NA,0
COLFAX ELEMENTARY | CALIFORNIA,5743000,5914000,275000,0,0,0,0,0,0,1097000,0609300,0,1097000
COLFAX SCHOOL DISTRICT | WASHINGTON,9732000,9789000,606000,16345000,16745000,0,400000,487000,193000,1268000,5301440,16345000,18293000
COLFAX SCHOOL DISTRICT | WISCONSIN,12310000,11749000,1015000,6056000,7160000,0,1104000,161000,0,2125000,5502790,6056000,8342000
COLFAX TOWNSHIP S/D #1F | MICHIGAN,256000,229000,6000,0,0,0,0,0,0,630000,2610230,0,630000
COLFAX-MINGO COMM SCHOOL DISTRICT | IOWA,13367000,19015000,8035000,17150000,8440000,10000000,1290000,736000,534000,12224000,1900009,17150000,30644000
COLLABORATIVE FOR EDUCATIONAL SERVICES | MASSACHUSETTS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500567,NA,0
COLLABORATIVE FOR REGIONAL EDUCATIONAL SERVICE AND TRAINING | MASSACHUSETTS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500585,NA,0
COLLEGE ACHIEVE CENTRAL CHARTER SCHOOL | NEW JERSEY,26526000,26348000,19000,0,0,0,0,0,0,3363000,3400779,0,3363000
COLLEGE ACHIEVE GREATER ASBURY PARK CHARTER SCHOOL | NEW JERSEY,10591000,10605000,12000,0,0,0,0,0,0,276000,3400791,0,276000
COLLEGE ACHIEVE PATERSON CHARTER SCHOOL | NEW JERSEY,25732000,23166000,3000,0,0,0,0,0,0,6376000,3400793,0,6376000
COLLEGE AND CAREER ADVANTAGE | CALIFORNIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0600122,NA,0
COLLEGE AND CAREER ADVANTAGE ROP JPA | CALIFORNIA,16758000,9367000,529000,0,0,0,0,0,0,8330000,0601347,0,8330000
COLLEGE BOUND(CHARTER) | OKLAHOMA,4282000,4195000,0,0,0,0,0,0,0,0,4000791,0,0
COLLEGE BRIDGE ACADEMY DISTRICT | CALIFORNIA,6178000,4924000,122000,0,0,0,0,0,0,1555000,0601633,0,1555000
COLLEGE COMM SCHOOL DISTRICT | IOWA,98365000,125868000,44998000,155375000,154432000,34485000,33543000,1531000,26185000,27135000,1907860,155375000,210226000
COLLEGE CORNER LOCAL | OHIO,1695000,2153000,0,0,0,0,0,0,929000,2334000,3906496,0,3263000
COLLEGE ELEMENTARY | CALIFORNIA,9451000,8140000,0,7334000,7894000,0,560000,1100000,1000,4288000,0609330,7334000,12723000
COLLEGE PLACE SCHOOL DISTRICT | WASHINGTON,29229000,26609000,1730000,25795000,27310000,0,1515000,1488000,267000,7273000,5301470,25795000,34823000
COLLEGE PREPARATORY MIDDLE - EAST COUNTY DISTRICT | CALIFORNIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0601638,NA,0
COLLEGE PREPARATORY MIDDLE DISTRICT | CALIFORNIA,4946000,3742000,75000,0,0,0,0,0,0,0,0601638,0,0
COLLEGE STATION ISD | TEXAS,182781000,172168000,11915000,343110000,287860000,73470000,18220000,10179000,69110000,44174000,4807350,343110000,466573000
COLLEGIATE ACADEMY-MATH-PERSONAL AWA | NEW YORK,0,2916000,0,0,0,0,0,0,0,0,3601145,0,0
COLLEGIATE BATON ROUGE | LOUISIANA,7448000,7652000,19000,0,0,0,0,0,0,0,2200288,0,0
COLLEGIATE CHARTER HIGH SCHOOL OF LOS ANGELES DISTRICT | CALIFORNIA,4007000,3753000,0,0,0,0,0,0,0,1192000,0602231,0,1192000
COLLEGIATE CHARTER SCHOOL OF LOWELL (DISTRICT) | MASSACHUSETTS,19756000,16213000,91000,0,0,0,0,0,0,0,2500545,0,0
COLLEGIUM CS | PENNSYLVANIA,61252000,60451000,2672000,76961000,78549000,0,1588000,0,8474000,12182000,4200050,76961000,97617000
COLLETON 01 | SOUTH CAROLINA,81368000,72143000,1954000,70806000,73172000,2898000,5264000,4539000,5805000,14832000,4501830,70806000,95982000
COLLIER | FLORIDA,740327000,727637000,103635000,137444000,172969000,0,35526000,2098000,0,403766000,1200330,137444000,543308000
COLLIERVILLE | TENNESSEE,120177000,121882000,15461000,2995000,85530000,0,2015000,0,0,0,4700149,2995000,2995000
COLLINGSWOOD PUBLIC SCHOOL DISTRICT | NEW JERSEY,52904000,52879000,251000,0,0,0,0,0,0,5373000,3403420,0,5373000
COLLINS-MAXWELL COMM SCHOOL DISTRICT | IOWA,8613000,12936000,6450000,13150000,9710000,5100000,1660000,0,1331000,7112000,1907900,13150000,21593000
COLLINSVILLE | OKLAHOMA,31335000,29376000,3988000,0,0,585000,3450000,0,0,0,4008370,0,0
COLLINSVILLE CUSD 10 | ILLINOIS,82707000,76183000,1730000,13682000,11115000,4630000,2340000,219000,4957000,48926000,1710650,13682000,67784000
COLLINSVILLE ISD | TEXAS,9425000,8155000,402000,7958000,8282000,0,324000,411000,0,736000,4814580,7958000,9105000
COLMAN-EGAN SCHOOL DISTRICT 50-5 | SOUTH DAKOTA,4159000,4178000,156000,390000,785000,0,395000,0,0,2724000,4614100,390000,3114000
COLMESNEIL ISD | TEXAS,6623000,6123000,718000,865000,950000,0,85000,0,0,5764000,4814600,865000,6629000
COLO-NESCO COMM SCHOOL DISTRICT | IOWA,8796000,13291000,6421000,13916000,14598000,0,682000,287000,1901000,3161000,1907920,13916000,19265000
COLOGNE ACADEMY | MINNESOTA,10758000,10351000,1317000,37000,50000,0,13000,0,0,5605000,2700319,37000,5642000
COLOMA COMMUNITY SCHOOLS | MICHIGAN,19738000,17791000,954000,23150000,24154000,15371000,16103000,4947000,1133000,5463000,2610380,23150000,34693000
COLOME CONSOLIDATED 59-3 | SOUTH DAKOTA,3501000,3233000,287000,0,9000,0,9000,0,0,5294000,4614130,0,5294000
COLON COMMUNITY SCHOOL DISTRICT | MICHIGAN,8965000,7594000,969000,4738000,5685000,0,950000,580000,666000,2649000,2610410,4738000,8633000
COLON PUBLIC SCHOOL | NEBRASKA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3105160,NA,0
COLONA SD 190 | ILLINOIS,6553000,5644000,164000,1045000,680000,579000,235000,264000,874000,6058000,1710690,1045000,8241000
COLONEL CRAWFORD LOCAL | OHIO,14904000,12587000,229000,7480000,8280000,0,800000,1487000,278000,9492000,3904651,7480000,18737000
COLONIAL BEACH PUBLIC SCHOOLS | VIRGINIA,9431000,9519000,1190000,8205000,8216000,0,11000,0,0,0,5100930,8205000,8205000
COLONIAL HEIGHTS CITY PUBLIC SCHOOLS | VIRGINIA,47930000,45090000,2116000,0,0,0,0,0,0,0,5100960,0,0
COLONIAL IU 20 | PENNSYLVANIA,112612000,109652000,1680000,6984000,7430000,7504000,7950000,0,944000,39396000,4289300,6984000,47324000
COLONIAL PREP ACADEMY | OHIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3901463,NA,0
COLONIAL SCHOOL DISTRICT | DELAWARE,212841000,206521000,3803000,71820000,75317000,0,3497000,0,0,0,1000230,71820000,71820000
COLONIAL SD | PENNSYLVANIA,150057000,161817000,23324000,154246000,151503000,7845000,5103000,0,20043000,46542000,4219470,154246000,220831000
COLORADO CITY UNIFIED DISTRICT (4370) | ARIZONA,11526000,11803000,1742000,0,0,0,0,0,0,0,0400021,0,0
COLORADO ISD | TEXAS,16276000,15507000,998000,26011000,26475000,0,464000,0,0,5900000,4814640,26011000,31911000
COLORADO MENTAL HEALTH INSTITUTE PUEBLO AU | COLORADO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0800259,NA,0
COLORADO RIVER BOCES | COLORADO,9735000,9287000,34000,0,0,0,0,0,0,2064000,0800292,0,2064000
COLORADO RIVER BOCES AU | COLORADO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0800293,NA,0
COLORADO RIVER UNION HIGH SCHOOL DISTRICT (4381) | ARIZONA,24896000,20490000,1547000,27570000,28670000,0,1100000,0,45000,1139000,0400082,27570000,28754000
COLORADO SCHOOL FOR THE DEAF AND BLIND | COLORADO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0800023,NA,0
COLORADO SCHOOL FOR THE DEAF AND BLIND AU | COLORADO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0800280,NA,0
COLORADO SPRINGS SCHOOL DISTRICT NO. 11 IN THE COUNTY OF E | COLORADO,404075000,363876000,21914000,77525000,77390000,15350000,15215000,14623000,0,250451000,0803060,77525000,342599000
COLQUITT COUNTY | GEORGIA,149452000,128924000,2378000,16575000,12635000,8630000,4690000,5901000,17000,27409000,1301380,16575000,49902000
COLSTRIP ELEM | MONTANA,7547000,7565000,64000,126000,126000,0,0,0,362000,4107000,3007050,126000,4595000
COLSTRIP H S | MONTANA,5194000,4841000,68000,387000,437000,0,50000,0,389000,3917000,3007080,387000,4693000
COLTON JOINT UNIFIED | CALIFORNIA,385705000,351907000,9404000,237323000,248639000,4290000,15605000,21410000,20416000,187207000,0609390,237323000,466356000
COLTON SCHOOL DISTRICT | WASHINGTON,4457000,4221000,18000,5210000,5280000,0,70000,233000,203000,2129000,5301500,5210000,7775000
COLTON SD 53 | OREGON,9035000,9509000,198000,535000,695000,0,160000,0,0,2709000,4103270,535000,3244000
COLTON-PIERREPONT CENTRAL SCHOOL DISTRICT | NEW YORK,13197000,11605000,178000,1380000,1815000,0,435000,0,0,6189000,3608100,1380000,7569000
COLTON-REDLANDS-YUCAIPA ROC | CALIFORNIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0600130,NA,0
COLTON-REDLANDS-YUCAIPA ROP | CALIFORNIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0600130,NA,0
COLTON-REDLANDS-YUCAIPA ROP JPA | CALIFORNIA,19038000,16067000,2449000,0,0,0,0,0,0,13940000,0601375,0,13940000
COLTS NECK TOWNSHIP SCHOOL DISTRICT | NEW JERSEY,37002000,33308000,262000,0,0,0,0,1000,0,9112000,3403450,0,9113000
COLUMBIA | FLORIDA,113183000,112826000,4152000,14678000,15916000,0,1238000,0,0,0,1200360,14678000,14678000
COLUMBIA (STEVENS) SCHOOL DISTRICT | WASHINGTON,3510000,3169000,160000,0,0,0,0,4000,0,927000,5301560,0,931000
COLUMBIA (WALLA WALLA) SCHOOL DISTRICT | WASHINGTON,14064000,13337000,354000,1006000,1979000,0,973000,825000,382000,2199000,5301590,1006000,4412000
COLUMBIA 93 | MISSOURI,305178000,294732000,23112000,286875000,312967000,10130000,36222000,28183000,0,123399000,2901000,286875000,438457000
COLUMBIA BOROUGH SD | PENNSYLVANIA,33600000,27634000,1032000,11604000,13839000,0,2234000,0,5163000,7347000,4206360,11604000,24114000
COLUMBIA COUNTY | GEORGIA,389868000,365020000,33840000,60095000,74470000,0,14375000,25000,86748000,72760000,1301410,60095000,219628000
COLUMBIA CUSD 4 | ILLINOIS,31673000,25587000,847000,8830000,12140000,0,3310000,841000,1379000,19303000,1710740,8830000,30353000
COLUMBIA ELEMENTARY | CALIFORNIA,14178000,16601000,4517000,8688000,9013000,0,325000,869000,0,6444000,0609450,8688000,16001000
COLUMBIA ESD | OREGON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4180180,NA,0
COLUMBIA FALLS ELEM | MONTANA,22769000,39077000,19215000,36194000,31942000,5547000,1294000,173000,11243000,4073000,3007110,36194000,51683000
COLUMBIA FALLS H S | MONTANA,9706000,9177000,179000,363000,385000,0,22000,0,506000,3884000,3007140,363000,4753000
COLUMBIA GORGE ESD | OREGON,9452000,9682000,20000,0,0,0,0,0,26000,753000,4101355,0,779000
COLUMBIA HEIGHTS PUBLIC SCHOOL DIST | MINNESOTA,64479000,64022000,5936000,16698000,19585000,0,2887000,1391000,0,2150000,2709510,16698000,20239000
COLUMBIA LOCAL | OHIO,14947000,15217000,2127000,3588000,4045000,0,457000,289000,757000,8138000,3904814,3588000,12772000
COLUMBIA SCHOOL DISTRICT | MISSISSIPPI,22298000,24386000,5005000,15745000,16692000,0,947000,720000,0,2275000,2801170,15745000,18740000
COLUMBIA SCHOOL DISTRICT | MICHIGAN,21708000,19567000,764000,27604000,28528000,0,1285000,174000,0,4641000,2606990,27604000,32419000
COLUMBIA SCHOOL DISTRICT | CONNECTICUT,15017000,14999000,311000,0,0,0,0,0,0,0,0900900,0,0
COLUMBIA SCHOOL DISTRICT | NEW HAMPSHIRE,1119000,2282000,0,0,0,0,0,0,0,505000,3302430,0,505000
COLUMBIA UNION | CALIFORNIA,6499000,6223000,73000,5111000,5156000,50000,95000,307000,0,4337000,0609480,5111000,9755000
COLUMBIA-BRAZORIA ISD | TEXAS,37809000,33923000,795000,33315000,36980000,11720000,15385000,2403000,631000,9521000,4814670,33315000,45870000
COLUMBIA-MONTOUR AREA VOCATIONAL-TECHNICAL SCHOOL | PENNSYLVANIA,10962000,10710000,401000,0,387000,0,387000,0,80000,3222000,4206365,0,3302000
COLUMBIANA COUNTY | OHIO,10303000,8849000,416000,0,0,0,0,0,4070000,5486000,3905090,0,9556000
COLUMBIANA COUNTY ESC | OHIO,14845000,15157000,173000,0,31000,0,31000,0,0,1210000,3904641,0,1210000
COLUMBIANA COUNTY STARS | OHIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3904641,NA,0
COLUMBIANA EXEMPTED VILLAGE | OHIO,15612000,16214000,1996000,10658000,10722000,0,64000,0,723000,5059000,3904532,10658000,16440000
COLUMBINE ELEMENTARY | CALIFORNIA,2437000,2100000,10000,0,0,0,0,0,0,2540000,0609510,0,2540000
COLUMBUS | KANSAS,14150000,16669000,3133000,14750000,0,14750000,0,761000,13121000,1814000,2005070,14750000,30446000
COLUMBUS 34 | NORTH DAKOTA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3814500,NA,0
COLUMBUS ARTS & TECHNOLOGY ACADEMY | OHIO,6794000,6047000,145000,0,0,0,0,0,0,516000,3900306,0,516000
COLUMBUS BILINGUAL ACADEMY | OHIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3901375,NA,0
COLUMBUS BILINGUAL ACADEMY-NORTH | OHIO,6425000,5765000,596000,0,0,0,0,0,0,1147000,3901375,0,1147000
COLUMBUS CITY SCHOOLS DISTRICT | OHIO,1037875000,1021781000,52161000,384106000,414638000,0,30533000,37957000,131578000,386707000,3904380,384106000,940348000
COLUMBUS COMM SCHOOL DISTRICT | IOWA,12052000,10699000,530000,2920000,3842000,0,922000,0,0,8424000,1907980,2920000,11344000
COLUMBUS COUNTY SCHOOLS | NORTH CAROLINA,74514000,71653000,3264000,40257000,27171000,27904000,14818000,0,0,16956000,3700960,40257000,57213000
COLUMBUS ELEM | MONTANA,6543000,6491000,584000,10285000,10685000,0,400000,23000,1007000,4204000,3007190,10285000,15519000
COLUMBUS GROVE LOCAL | OHIO,12863000,13084000,492000,8030000,8185000,0,155000,5429000,0,7281000,3904931,8030000,20740000
COLUMBUS H S | MONTANA,3880000,3668000,314000,3725000,3885000,0,160000,42000,286000,2875000,3007200,3725000,6928000
COLUMBUS HUMANITIES ARTS AND TECHNOLOGY ACADEMY | OHIO,9478000,6491000,272000,0,0,0,0,0,0,3964000,3900304,0,3964000
COLUMBUS ISD | TEXAS,22461000,20818000,684000,7480000,7532000,0,52000,1481000,0,10174000,4814700,7480000,19135000
COLUMBUS MUNICIPAL SCHOOL DIST | MISSISSIPPI,46872000,42401000,2812000,6170000,8675000,0,2505000,1356000,3086000,12230000,2801200,6170000,22842000
COLUMBUS PERFORMANCE ACADEMY | OHIO,2440000,2428000,0,0,0,0,0,0,0,0,3901398,0,0
COLUMBUS PREPARATORY ACADEMY | OHIO,8130000,8930000,973000,0,0,0,0,0,0,827000,3900307,0,827000
COLUMBUS PREPARATORY AND FITNESS ACADEMY | OHIO,6202000,6208000,0,0,0,0,0,0,0,0,3900574,0,0
COLUMBUS PUBLIC SCHOOLS | NEBRASKA,60210000,57603000,6347000,49292000,52866000,0,3574000,2653000,2623000,13757000,3105340,49292000,68325000
COLUMBUS SCHOOL DISTRICT | WISCONSIN,21342000,40012000,22009000,30070000,32060000,0,1990000,759000,6391000,6795000,5502820,30070000,44015000
COLUSA COUNTY OFFICE OF EDUCATION | CALIFORNIA,18609000,17417000,171000,0,0,0,0,0,0,4714000,0691004,0,4714000
COLUSA UNIFIED | CALIFORNIA,23066000,23684000,2555000,5100000,5240000,0,140000,391000,0,8638000,0609570,5100000,14129000
COLVILLE SCHOOL DISTRICT | WASHINGTON,26752000,24541000,503000,1028000,1179000,0,151000,0,328000,2697000,5301630,1028000,4053000
COMAL ISD | TEXAS,357807000,361888000,51248000,1049363000,671245000,418865000,40747000,23236000,423881000,91047000,4814730,1049363000,1587527000
COMANCHE | OKLAHOMA,11865000,11729000,1031000,0,0,0,0,0,0,0,4008460,0,0
COMANCHE ACADEMY (CHARTER) | OKLAHOMA,1220000,1176000,211000,0,0,0,0,0,0,0,4000807,0,0
COMANCHE COUNTY | KANSAS,5633000,5918000,232000,0,0,0,0,0,0,1298000,2005040,0,1298000
COMANCHE ISD | TEXAS,21030000,18916000,2228000,8165000,8896000,0,731000,0,0,14167000,4814760,8165000,22332000
COMFORT ISD | TEXAS,18824000,36877000,21151000,44199000,28995000,16470000,1266000,1498000,4665000,10480000,4814790,44199000,60842000
COMFREY PUBLIC SCHOOL DISTRICT | MINNESOTA,2522000,2579000,129000,0,0,0,0,0,0,1170000,2709540,0,1170000
COMM CONS SD 59 | ILLINOIS,164832000,160473000,16695000,25185000,28830000,0,3645000,3477000,16101000,78132000,1713770,25185000,122895000
COMM UNIT SCHOOL DISTRICT NO 196 | ILLINOIS,18593000,17225000,1066000,8235000,8710000,0,475000,77000,410000,8177000,1712720,8235000,16899000
COMMACK UNION FREE SCHOOL DISTRICT | NEW YORK,210248000,217070000,25703000,49655000,24645000,32300000,7290000,1388000,15447000,42628000,3608130,49655000,109118000
COMMERCE | OKLAHOMA,11571000,10392000,1108000,0,0,555000,555000,315000,7000,0,4008490,0,322000
COMMERCE CITY | GEORGIA,30488000,27070000,3509000,11705000,11705000,0,1130000,661000,2332000,9498000,1301440,11705000,24196000
COMMERCE ISD | TEXAS,24387000,30785000,6867000,59375000,18760000,42775000,2160000,3984000,38310000,4165000,4814820,59375000,105834000
COMMERCIAL TOWNSHIP SCHOOL DISTRICT | NEW JERSEY,16587000,16536000,1445000,0,0,3060000,0,0,2657000,4296000,3403480,0,6953000
COMMODORE PERRY SD | PENNSYLVANIA,11445000,15384000,5383000,3812000,301000,3511000,0,0,298000,6480000,4206390,3812000,10590000
COMMON GROUND HIGH SCHOOL DISTRICT | CONNECTICUT,4257000,5090000,46000,0,0,0,0,0,0,0,0900014,0,0
COMMONWEALTH CENTER FOR CHILDREN & ADOLESCENTS | VIRGINIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5100071,NA,0
COMMONWEALTH CHARTER ACADEMY CS | PENNSYLVANIA,397525000,306729000,51520000,8630000,9913000,6000,1289000,0,145560000,41882000,4200119,8630000,196072000
COMMONWEALTH COMMUNITY DEVELOPMENT ACADEMY | MICHIGAN,2553000,3269000,1137000,0,0,0,280000,0,0,87000,2600140,0,87000
COMMONWEALTH GOVERNOR'S SCHOOL | VIRGINIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5100035,NA,0
COMMONWEALTH HIGH SCHOOL | NORTH CAROLINA,3510000,3131000,0,0,0,0,0,0,0,704000,3700382,0,704000
COMMUNITIES IN-SCHOOLS OF BRUNSWICK COUNTY | NORTH CAROLINA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3700171,NA,0
COMMUNITY ACADEMY OF PHILADELPHIA CS | PENNSYLVANIA,25965000,35750000,16652000,16868000,0,17147000,279000,0,0,17184000,4200013,16868000,34052000
COMMUNITY CHARTER SCHOOL | NORTH CAROLINA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3700062,NA,0
COMMUNITY CHARTER SCHOOL | NEW YORK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3400718,NA,0
COMMUNITY CHARTER SCHOOL OF CAMBRIDGE (DISTRICT) | MASSACHUSETTS,11330000,9867000,45000,0,0,0,0,0,0,0,2500086,0,0
COMMUNITY CHARTER SCHOOL OF PATERSON | NEW JERSEY,22567000,19756000,463000,0,0,0,0,0,0,8837000,3400718,0,8837000
COMMUNITY COLLABORATIVE CHARTER DISTRICT | CALIFORNIA,7254000,7328000,118000,0,0,0,0,0,0,3285000,0602433,0,3285000
COMMUNITY COLLEGE PREPARATORY ACADEMY PCS | DISTRICT OF COLUMBIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1100092,NA,0
COMMUNITY COLLEGES OF SPOKANE | WASHINGTON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5300322,NA,0
COMMUNITY DAY CHARTER PUBLIC SCHOOL (DISTRICT) | MASSACHUSETTS,8645000,8801000,19000,0,0,0,0,0,0,0,2500027,0,0
COMMUNITY DAY CHARTER PUBLIC SCHOOL - GATEWAY (DISTRICT) | MASSACHUSETTS,8878000,8016000,26000,0,0,0,0,0,0,0,2500027,0,0
